cook_name,main_ingredient,Serving,taking_time,Ingredients,Howtocook,Image
닭볶음탕,chicken,4인분,30분 이내,"닭고기 1마리', '감자 3개', '양파 1/2개', '당근 1/2개', '대파 1대', '떡볶이떡 10개', '고추장 1스푼', '고춧가루 4스푼', '간장 8스푼', '설탕 2스푼', '다진 마늘 2스푼', '생강가루 조금', '올리고당 1스푼', '참치액 1스푼', '물 1.5컵'","닭을 깨끗히 씻어 뜨거운 물에 한번 데쳐주세요.
, 
닭은 물에 깨끗이 씻고 데쳐서 사용했습니다. 한번 데치면 기름기가 빠지고 깔끔해져서 좋은 것 같더라고요. 데친 닭은 압력솥에 넣고
, 
감자, 양파, 당근을 큼지막하게 썰어 넣어주고 (감자 3개, 양파 1/2, 당근 1/2)
, 
압력밥솥에 데쳐놓은 닭과 감자,양파,당근,떡볶이 떡을 모두 넣고
, 
볼에 고추장 1, 고춧가루 4, 간장 8,설탕 2, 다진 마늘 2, 생강가루 조금, 올리고 당 1,참치 액 1, 물 1.5컵을 넣어 소스를 만들어주세요.
, 
만들어 놓은 소스를 모두 부어주고 뚜껑을 닫고 센 불에서 8~10분 그리고 중불에서 5분 더 조리다 뜸 들이고 압력을 빼 줍니다.
, 
완성된 닭볶음탕에 대파 썰어 넣고 고루 섞어 주면 끝!
, 
압력밥솥으로 뚝딱 완성된 닭볶음탕
",https://recipe1.ezmember.co.kr/cache/recipe/2017/10/17/6ed5d5610c44ca65f27b7b3aee471b381.jpg
두부스팸조림,tofu,2인분,30분 이내,"두부 1모', '스팸 (작은거) 1캔', '대파 1/2대', '물 1.5컵', '들기름 1스푼', '고춧가루 2스푼', '다진 마늘 1스푼', '간장 2스푼', '참치액 2스푼', '맛술 1스푼', '올리고당 2스푼'","두부, 스팸을 먹기 좋은 크기로 썰어 주고 대파는 송송 썰어 준비합니다.
, 
볼에 양념재료인 고춧가루 2, 다진 마늘 1, 간장 2, 참치 액 2, 맛술 1, 올리고 당 2를 한데 섞어 주고 참치 액의 없으면 그냥 간장으로 대체해 주세요
, 
팬에 들기름 1을 두르고 두부를 먼저 앞뒤로 노릇하게 부쳐주세요. 부친 두부는 다른 그릇에 잠시 꺼내\xa0놓고
, 
두부를 구웠던 팬에 이번에는 스팸을 넣어 앞뒤로 노릇하게 구워주세요. 이때 기름은 두르지 않아요. 스팸 자체에서 기름이 나오니깐~
, 
구워 놓은 두부를 밑에 깔고 그 위에 스팸을 올려주세요.
, 
그리고 물 1.5컵을 부어주고 이때 물 대신 다시마 멸치육수를 넣어도 좋아요.
, 
만들어 놓은 양념장을 부어주세요.
, 
전체적으로 양념이 잘 배이도록 조려줍니다.
, 
조릴 때 뚜껑을 닫고 중간중간 뚜껑을 열어 숟가락을 이용해 양념장을 고루 끼얹어 주세요.
, 
국물이 자박자박해지면 썰어 놓은 대파를 넣고 파가 살짝 익으면 마무리합니다.
, 
두부스팸조림 완성! 따뜻할 때 드심 정말 맛있어요.
",https://recipe1.ezmember.co.kr/cache/recipe/2017/10/17/681a7ce0ffd0918cb4ffc1db9a2d91cc1.jpg
식빵피자,paprika ,2인분,30분 이내,"식빵 2장', '양파 2', '파프리카 2', '소시지(비엔나) 2개', '블랙 올리브 3개', '피자치즈 1컵', '옥수수 콘 2', '체더치즈 2장', '피자소스 2', '다진 피클 1', '케첩 ', '마요네즈 ', '마요네즈 1', '머스터드 소스 0.5', '소금 ', '후추 적당히'","피자에 넣을 토핑 파프리카, 양파, 소시지를 잘게 썰어 준비하고 블랙 올리브도 썰어 준비합니다. * 재료는 냉장고 사정에 맞게 준비해 주심 돼요.
, 
그릇에 옥수수 콘 2, 다진 피클 1, 다진 양파 2, 파프리카 2, 소시지 2개,마요네즈 1, 머스터드 소스 0.5, 소금, 후춧가루를\xa0 적당히 넣고 골고루 섞어주세요.
, 
식빵 2장에 피자소스 1을 고루 펴 바르고 *피자\xa0소스가\xa0없으면\xa0스파게티 소스\xa0또는\xa0케첩으로\xa0대체해주세요.
, 
그 위에 체더치즈 1장을 각각 올려 줍니다.
, 
만들어 놓은 토핑 재료를 듬뿍 듬뿍 올려주고
, 
그 위에 피자치즈를 수북이 올리고 썰어놓은 블랙올리브도\xa0군데군데\xa0올리고
, 
케첩,마요네즈를 뿌려주고 기호에 따라 파슬리도 솔솔~ 오븐에 10~15분 정도 구워주면 완성 오븐이 없으면 전자레인지를 이용해 치즈를 녹여주세요. 중간중간\xa0체크하는거\xa0잊지 마시고요.전자레인지,오븐
, 
식빵피자 완성 ^^ 냉장고 있는 재료 모아 모아 간단하게 만든 피자~ 적당한 크기로 썰어 맛있게 먹어요.
",https://recipe1.ezmember.co.kr/cache/recipe/2017/09/29/5d34fcc42da1a0c73ddfb5d2ff251e3b1.jpg
달걀샌드위치,egg,2인분,30분 이내,"달걀 6개', '식빵 4장', '크림치즈 ', '마요네즈 2', '머스터드소스 1', '소금 0.3', '후춧가루 적당히'","냄비에\xa0달걀이\xa0잠길\xa0정도로\xa0물을\xa0부어주고. 대략 10~12분 정도\xa0삶아\xa0줍니다. 삶을 땐 굵은소금 0.5, 식초 1~2를 넣어 주세요.
, 
삶은\xa0달걀은\xa0흰자와\xa0노른자를\xa0분리해 노른자는\xa0으깨기\xa0또는\xa0포크를\xa0이용해\xa0으깨주고
, 
흰자는\xa0칼로\xa0다져\xa0줍니다.
, 
으깨 놓았던 노른자에 흰자를 넣고
, 
마요네즈 2, 머스터드 1, 소금 0.3, 후춧가루 적당히 넣어
, 
고루 섞어주세요.
, 
말랑말랑한 식빵이라 따로 굽지 않고 그냥 사용했어요. 한쪽 면에 크림치즈를 발라주고
, 
만들어 놓은 계란 샐러드를 가득 올려줍니다. 남겨 놓은 식빵에도 크림치즈 발라 덮어주면 끝!
, 
달걀 샌드위치\xa0완성 반으로\xa0잘라\xa0주면\xa0빵\xa0사이에\xa0노란\xa0달걀이\xa0가득\xa0들어\xa0있지요. 빵빵하게 넣으면 고소하고 부드러운 게 맛있는 것 같아요. 마요네즈 너무 많이 넣으면 느끼할 수 있으니깐~~ 드시는 분 입맛에 맞게 넣어주기
",https://recipe1.ezmember.co.kr/cache/recipe/2017/09/29/8d2a7d7382811c652a2cfbd7417a16061.jpg
돼지갈비찜,pork,4인분,90분 이내,"돼지갈비 500g.마늘 10쪽', '사과 1/4개', '양파 1개', '대파 ', '사골육수 500ml', '간장 1', '청양고춧가루 1', '매실액 2', '고춧가루 2', '배 1/2', '양파 1', '된장 3', '배 1/2', '마늘 10개', '생강가루 0.5또는 생강1', '굵은소금 0.5'","돼지갈비는 찬물에 담가 2~3시간 정도 핏물을 빼준다. 중간 중간 물을 갈아주세요.
, 
핏물을 뺀 돼지갈비를 냄비에 담고 양파1,배1/2,마늘10쪽,된장3,굵은소금0.5,생강가루0.5 또는 생강1 을 넣고
, 
재료가 잠길 정도의 물을 붓고 센불에 올린다. 약40분~1시간 정도 삶아준다. (압력솥을 이용할 경우 약 20분간 돼지갈비를 삶아주면 되요. 압력솥에서 딸랑딸랑 소리가 나면 약한 불로 줄여서 10분 정도 더 삶으면 됩니다)
, 
고기가 삶아지는 동안 그릇에 간 배(1/2),고춧가루2,청양고춧가루1,간장1,매실액2을 섞어 양념장을 만들어 주고
, 
다른 그릇에 간사과1/2,마늘10쪽을 다져서\xa0 함께 섞어 주세요. (사과 대신 배 또는 키위를 사용하셔도 됩니다)
, 
고기가 다 삶아지면 돼지갈비를 체반에 올려 기름을 뺀 뒤 냄비에 옮겨 담고 그 위에 사과와 마늘을 섞어 만들어 놓은 소스를 얹어주고
, 
양념장을 올린다.
, 
사골육수 500m를 붓고 (시판용 인스턴트 사골육수를 사용하셔도 됩니다)
, 
양파1개를 채썰어 얹고 불을 켜고
, 
보글 보글 끓여주고
, 
양념이 고루 베게 뒤적인 뒤 국물이 자작자작 졸아들면
, 
대파를 얹어 한소끔 더 끓여 마무리 해주세요.
, 
돼지갈비찜 완성
",https://recipe1.ezmember.co.kr/cache/recipe/2017/09/28/ca2dd8d7a8f75f6bdd879090ebade2fb1.jpg
두부전골,tofu,4인분,60분 이내,"두부 1모', '새송이버섯 1개', '표고버섯 3~4개', '애호박 1/2개', '양파 1/3개', '대파 1/2대', '청양고추 1개', '홍고추 1개', '멸치 다시마 육수 4~5컵', '고춧가루 2', '새우젓 2', '다진 마늘 1', '멸치 다시마 육수 4', '쑥갓 ', '소금 ', '후춧가루 '","두부전골에\xa0넣을\xa0멸치 다시마 육수를\xa0끓여\xa0준비해주세요,\xa0대략 6컵 정도(종이컵 기준) 두부 1 모를\xa0먹기\xa0좋은\xa0크기로\xa0썰어주고,표고버섯 3~4개, 새송이버섯 1개를\xa0썰어주고 양파, 애호박, 대파, 홍고추, 청양고추도 먹기\xa0좋은\xa0크기로\xa0썰어\xa0준비합니다. (따로\xa0추가하고\xa0싶은\xa0재료가\xa0있음\xa0함께\xa0넣어주세요,\xa0버섯도\xa0느타리, 팽이버섯 등\xa0넣어도\xa0좋고요)
, 
볼에 양념장 재료인 고춧가루 2, 새우젓 2, 다진 마늘 1 그리고 끓여 놓은 멸치 다시마 육수 4를 넣어 고루 섞어 양념장을 만들어 둡니다.
, 
전골냄비에\xa0준비해\xa0놓은\xa0재료를\xa0모양을\xa0잡아\xa0올려주고
, 
그 위에 만들어 놓은 양념장을 올려주고 멸치 다시마 육수를 4~5컵 정도 부어주세요.
, 
보글보글 대략 15~20분 정도 끓여줍니다. 간을 보고 부족하면 소금으로 더해주시고, 기호에 따라 후춧가루를 넣어 주셔도 좋답니다. 마지막에 쑥갓을 올려주면 끝
, 
#두부전골 #두부찌개\xa0완성
",https://recipe1.ezmember.co.kr/cache/recipe/2017/09/26/d940220a6f509a812e3e39c90a011f381.jpg
치즈등갈비,pork ,3인분,90분 이내,"등갈비 12쪽', '물 ', '맛술 1/2컵', '떡볶이떡 원하는만큼)', '새송이버섯 2개', '양파 1/2개', '대파 1/2개', '치즈피자 1컵', '맛술 1/3컵', '진간장 1/3컵', '다진 마늘 1스푼', '설탕 2스푼', '고추장 2스푼', '고춧가루 3스푼', '물 4컵'","냄비에 등갈비 12쪽을 넣어주세요 등갈비가 잠길 정도로 물을 부어주세요
, 
물이 끓어오르면 맛술 1/2컵을 부어줍니다. 핏물이 더 이상 안 나올 때까지 삶아주세요.  대략 10분 정도
, 
초벌로 삶아 놓은 등갈비는 물에 한번 씻어주고 다시 냄비에 담고 물 4컵을 부어주고
, 
그 위에 미리 썰어 놓은 양파를 올리고
, 
고춧가루 3,고추장 2, 설탕 2, 간 마늘 1, 물엿 1/3컵,진간장 1/3컵, 맛술 1/3컵을 넣어 줍니다. 단 게 싫으시면 물엿과 설탕량을 반으로 줄여주세요.
, 
썰어 놓은 대파도 넣어주고
, 
바글바글 끓여주세요.
, 
등갈비 소스가 조림처럼 될 때까지 조려줍니다. 대략 40분 정도 이때 고기를 살짝 찢어 질긴지 확인해주세요. 혹시 고기가 질기다 싶으며 물을 보충해서 더 끓여 주심 된답니다
, 
새송이버섯 2개를 등갈비 위에 올려주고 (버섯에서 수분이 나와 등갈비를 부드럽게 해줘요)
, 
새송이버섯 위에 떡볶이 떡을 올려 주세요.(원하는 만큼)
, 
떡이 말랑말랑하게 익을 때까지 끓여 줍니다.
, 
마지막에 피자치즈를 원하는 만큼 넣어 치즈를 녹여주고 보기 좋으라고 ~~ 파 송송 썰어 올려주면 끝!
, 
온 가족이 맛있게 먹을 수 있는 치즈 등갈비 완성 ^^ 명절 음식으로 치즈 등갈비 살짝 추천!
",https://recipe1.ezmember.co.kr/cache/recipe/2017/09/25/40595456b6cc6bc042f0e73311027b2d1.jpg
계란볶음밥,green_onion,2인분,15분 이내,"밥 1.5공기', '달걀 2개', '대파 1대', '식용유 적당량', '소금 적당량'","고슬한 밥알 식감을 위해 뜨거운 밥을 쟁반에 고르게 펼쳐 차갑게 식혀 주세요.
, 
대파 1대를 송송 썰어 준비하고
, 
식혀 놓은 밥을 볼에 담고 달걀 흰자와 노른자를 따로 분리해서 노른자 2개를 밥에 넣고\xa0소금으로\xa0간을\xa0해줍니다.
, 
밥과\xa0노른자를\xa0고루\xa0섞어주고 여기에 식용유 1을 넣어 주고
, 
골고루 섞어주세요.
, 
팬에 식용유 두르고\xa0 썰어 놓은 대파를 넣어 파기름을 만들어 줍니다.
, 
노릇하게\xa0파가\xa0익기\xa0시작하면서\xa0파기름이\xa0나면\xa0만들어\xa0놓은\xa0노른자\xa0밥을\xa0넣고
, 
약불에서\xa0살살\xa0볶아주세요. 밥알에 코팅된 듯이 고슬 고슬 하나하나 살아 있는 밥알
, 
완성된 볶음밥을 그릇에 담아주면 끝 정말 초간단 볶음밥이죠~ 남겨두었던\xa0흰자는\xa0볶음밥\xa0만들고\xa0나서\xa0계란 1개\xa0 꺼내서 스크램블\xa0만들어\xa0먹었네요
",https://recipe1.ezmember.co.kr/cache/recipe/2017/09/19/ebdc5ebf62d1efa2d4f8ae2133eb7aeb1.jpg
간장두부조림,tofu,2인분,30분 이내,"두부 1모', '소금 약간', '후춧가루 약간', '대파 1/2대', '간장 3스푼', '다진 마늘 0.5스푼', '미림 1스푼', '올리고당 1스푼', '설탕 0.3스푼', '참기름 1스푼', '통깨 약간'","두부는 먹기 좋은 크기로 썰어주고 키친타월 위에 두부를 올려주세요. 그럼 물기가 웬만큼 제거될 거예요.
, 
그리고 두부 위에 소금, 후춧가루로 밑간을 해줍니다.
, 
볼에\xa0양념장을\xa0만들어주세요. 간장 3, 미림 1, 다진 마늘 0.5, 올리고 당 1, 설탕 0.3, 참기름 1, 통깨를\xa0넣어\xa0고루\xa0섞어\xa0주세요.
, 
팬에 식용유를 조금 넉넉하게 두르고 밑간해 놓은 두부를 노릇 노릇 부쳐주세요.
, 
저처럼\xa0그냥\xa0튀겨도\xa0되고요,\xa0아님\xa0전분가루를\xa0두부에\xa0고루\xa0묻혀\xa0부쳐\xa0주셔도\xa0맛있어요
, 
구운 두부에 양념장을 넣고 조려주세요. 간장 소스가 두부에 고루 배이면 돼요. 이때 불은 약불로 해주세요. 마지막에 대파 1/2를 송송 썰어 올려주고 마무리해줍니다.
, 
아이들이 좋아하는 짭조름하고 달콤한 간장 두부조림 완성
",https://recipe1.ezmember.co.kr/cache/recipe/2017/09/18/1750b438b57a3099a539c78f565e9a6a1.jpg
감자조림,potato,2인분,30분 이내,"감자 3개', '올리고당 4스푼', '맛술 2스푼', '간장 3스푼', '검은깨 약간'","감자는 껍질을 벗겨주고 먹기 좋은 크기로 썰어주세요.
, 
흐르는 물에 두어 번 씻어 전분기를 빼주세요.
, 
팬에 감자를 넣고 올리고당 4를 넣어주세요. 그리고 잠시 둡니다.
, 
그럼 감자에서 수분이 나와요.
, 
중약 불로 감자를 볶아주다 \xa0뚜껑을 덮고 감자를 익혀 줍니다. 불을 세게 하면 감자가 익기 전에 탈수 있으니깐 주의하세요.
, 
감자가 어느 정도 익으면 맛술 2,
, 
간장 3을\xa0넣고
, 
감자에 간이 배도록 양념을 바싹 조려줍니다.
, 
마지막에\xa0검은깨를\xa0뿌려주면\xa0끝!
, 
쫀득한 감자조림 완성
",https://recipe1.ezmember.co.kr/cache/recipe/2017/09/18/9570b6e3f8abc7bfe6e0773c4c4d3fe91.jpg
고등어조림,mackerel,3인분,60분 이내,"고등어(작은 사이즈) 2마리', '양파 1/2개', '단호박 1/4개', '무 1/6개', '대파 1/2대', '청양고추 1개', '홍고추 1개', '간장 3스푼', '고춧가루 2스푼', '다진 마늘 1스푼', '올리고 당 1스푼', '설탕 0.5스푼', '청주 2스푼', '생강가루 조금', '후춧가루 조금', '참기름 1스푼'","손질된\xa0고등어는\xa0물에\xa0씻어\xa0준비하고. 단호박, 무는 적당한 크기로 썰어주고,양파는 채 썰고, 대파, 청양고추는 송송 썰어 준비해주세요. (단호박 대신 감자를 넣어도 좋아요) 볼에 양념장을 만들어 주세요. 연두 2, 간장 2, 고춧가루 2, 다진 마늘 1,올리고 당 1, 설탕 0.5, 청주 2, 생강가루,후춧가루 조금, 참기름 1을 한데 넣어 섞어주고
, 
냄비에\xa0무, 단호박을\xa0깔아주고
, 
그\xa0위에\xa0고등어, 양파, 대파,청양고추, 홍고추를\xa0올려주고
, 
만들어\xa0놓은\xa0양념장을\xa0올려줍니다.
, 
물 1/2컵을\xa0부어주고
, 
바글바글\xa0끓여주세요.
, 
중간중간\xa0양념을\xa0껴얹어주고
, 
국물이 자박 자박해질 때까지 조려주면 맛있는 고등어조림이 완성됩니다.
, 
휘리릭 뚝딱 간단하게 만들 수 있는 고등어조림
",https://recipe1.ezmember.co.kr/cache/recipe/2017/09/13/09ff21639f8c09fdff9d7f4db79fc39b1.jpg
치즈누룽지김치볶음밥,cheese,2인분,30분 이내,"백미 1공기', '대파 1대', '김치 1밥공기', '소시지 2줄', '모차렐라치즈 1컵', '식용유 적당량', '간장 1.5스푼', '설탕 0.3스푼', '고춧가루 0.5스푼'","대파는 송송 썰고,  소시지는 얇게 썰어 주세요.
, 
김치는 다져서 준비합니다.
, 
팬에 식용유를 두르고(평소보다 조금 넉넉히) 소시지를 노릇하게 기름에\xa0 볶아주세요.
, 
소시지가 노릇하게 튀겨지면  준비해\xa0놓은\xa0대파를\xa0넣고\xa0함께\xa0볶아\xa0주고
, 
곧이어 김치를 넣어 함께 볶아주세요.
, 
색감을 위해 고춧가루 0.5를 넣고 설탕 0.3을 넣어주세요.
, 
달달 볶다\xa0 팬 가장자리에 간장 1.5를 부어 팬에 간장이 눌어붙게 해주세요.
, 
김치를\xa0달달\xa0볶아\xa0수분이\xa0어느 정도\xa0날아가면
, 
밥 1공기를\xa0넣고\xa0골고루\xa0비벼\xa0줍니다. 이때 불을 끄고 비벼 주면 밥이 타는 걸 방지할 수 있어요.
, 
다 볶아진 김치볶음밥은 팬에 고루 펴주고 그 위에 모차렐라치즈 1컵을 밥 위에 고루 올려주세요.
, 
(모차렐라치즈가 없어 저는 스트링치즈를 사용했습니다)
, 
뚜껑을 덮고 치즈를 녹여 줍니다. 이때\xa0불은\xa0약불로~
, 
치즈가 녹고 김치볶음밥 아랫부분이 눌러지면 반으로 접어주세요.
, 
완성된 치즈 누룽지 김치볶음밥을 그릇에 담아주면 완성
, 
역시\xa0눌러\xa0붙은\xa0밥이 한입 한입 먹을때 마다 더 더 더 땡기네요. 스트링치즈가 열에 좀 강해서 그런지 쭈~욱 늘어나는 맛은 덜하지만 씹히는 맛은 더 있는것 같아요.
",https://recipe1.ezmember.co.kr/cache/recipe/2017/09/12/92558d019cd4a9514ae55c478465ce301.jpg
단호박스프,milk,4인분,30분 이내,"단호박 1통(중간 사이즈)', '양파 1/2개', '우유 400ml', '버터 1', '파마산치즈가루 ', '소금 '","딱딱한\xa0단호박은\xa0전자레인지에 2분 정도\xa0돌려\xa0반으로\xa0잘라 안에 씨를 빼고전자레인지
, 
껍질을\xa0벗겨 적당한\xa0크기로\xa0잘라  전자레인지 가능한 그릇에 담아 3분 정도 돌려 단호박을 익혀주세요.
, 
익힌\xa0단호박에\xa0우유 400ml를\xa0부어주고
, 
핸드블랜더를 이용해 곱게 갈아 줍니다
, 
곱게 갈아둔 호박은 잠시 두고
, 
양파 1/2를\xa0다져주세요.
, 
그리고 팬에 버터 1조각을 녹여주고 다져 놓은 양파를 넣고
, 
노릇노릇하게 볶아주세요.
, 
미리 만들어 놓은 단호박스프에 볶아 놓은 양파를 넣고 (저는 씹히는\xa0맛을\xa0위해\xa0양파를\xa0볶아\xa0넣었는데.... 씹히는 게\xa0싫으시다면\xa0양파를\xa0볶아\xa0함께\xa0갈아주심\xa0돼요)
, 
고루\xa0젓어주고
, 
마지막에 파마산 치즈가루를\xa0적당하게\xa0넣고\xa0 부족한\xa0간은\xa0소금으로\xa0해주심\xa0돼요. 불은\xa0약불로~ 보글보글 끓여 주세요. 눌어붙지 않게 잘 젓어주세요.
, 
단호박 스프 완성 식빵 쿠르통을 넣어줘야 완벽하게 완성된듯한 느낌
",https://recipe1.ezmember.co.kr/cache/recipe/2017/09/12/9fdee08383c4d5a64ca971f42a1a24b31.jpg
샐러드김밥,carrot,2인분,30분 이내,"김밥용김 2~3장', '밥 2.5', '사과 1/2', '오이 1/2', '맛살 2줄', '당근 1/2', '마요네즈 2~3', '참기름 ', '소금 ', '통깨 '","오이,당근,사과은 채썰어서 준비하고, 맛살은 손으로 찢어 준비합니다.
, 
밥은 참기름,소금,통깨를 넣어 간을하고
, 
볼에 썰어놓은 재료를 모두 담고
, 
마요네즈를 2~3숟가락 넣고 취향에 따라 통후추를 살짝 뿌려주셔도 좋아요.
, 
고루 버무려주세요.
, 
김밥용김에 양념해 놓은 밥을 고루 올리고
, 
그리고 뒤집어서 김위에 준비해 놓은 김밥속재료를 올려주세요. \xa0 그리고 끝부분부터~~ 돌돌 말아주심 된답니다
, 
돌돌 말은 김밥은 랩으로 한번더 말아 놓았다 풀어주세요. \xa0 그럼 밥알이 더욱 단단하게 되죠!!
, 
먹기 좋은 크기로 잘라주면 샐러드김밥완성
",https://recipe1.ezmember.co.kr/cache/recipe/2017/08/30/cba633b41e5298df2483d1654c7bea4e1.jpg
단호박된장찌개,sweet_pumpkin,4인분,60분 이내,"단호박 1/4개', '두부 1모', '양파 1/4개', '느타리버섯 1팩', '청양고추 2개', '홍고추 1개', '물 6컵', '국물멸치 1줌', '다시마 1장', '된장 2~3스푼'","냄비에 생수 6컵을 부어주고 멸치 1줌, 다시마 1장을 넣고 끓여주세요. 물이 팔팔 끓어오르면 다시마는 건져내고 멸치만 넣고 더 끓여 멸치 다시마 육수를 만들어 줍니다. 완성되면 멸치는 체에 밭쳐 국물만 따라 준비해주세요. 대략 4컵 정도 돼요.
, 
단호박은 껍질을 벗겨 먹기 좋은 크기로 썰어주고 양파는 듬성듬성 썰고 두부는\xa0먹기\xa0좋은\xa0크기로\xa0썰고,\xa0느타리버섯은\xa0가닥\xa0가닥\xa0떼어주고 청양고추, 홍고추는 송송 썰어 재료를 준비해주세요.
, 
냄비에 멸치 다시마 육수 4컵을 부어주고 된장 2~3숟가락을 풀어주고 (저는 집 된장을 사용했어요. 갖고 계신 된장의 염도에 따라 양을 조절해주세요)
, 
된장을 풀고 물이 끓어오르면 단호박, 양파를 넣어주고
, 
양파가 투명해지면
, 
두부를 넣고 함께 끓여주세요.
, 
단호박이 푹 익고, 두부에 간이 배면 느타리버섯을 넣고
, 
썰어 놓은 청양고추, 홍고추를 넣어 한소끔 더 끓여주세요. 기호에 따라 고춧가루 1숟가락 정도 넣어도 좋답니다.
, 
단호박 된장찌개 완성
",https://recipe1.ezmember.co.kr/cache/recipe/2017/08/29/801acd7629249fda3b5ebe7f0bd5fc3e1.jpg
단호박훈제오리찜,sweet_pumpkin ,4인분,60분 이내,"단호박 1개(중간 사이즈)', '훈제오리고기 500g', '양파 1개', '대파 1대', '청양고추 1~2개', '파프리카 각각 1/3개', '고추장 1스푼', '고춧가루 3스푼', '간장 2스푼', '설탕 1스푼', '다진 마늘 1스푼', '청주 3스푼', '참기름 1스푼'","호박은 베이킹소다를 이용해 껍질 부분을 깨끗하게 씻어주고
, 
깨끗이 씻어 놓은 단호박은 전자레인지에 3분 정도\xa0돌려주세요. 그리고 단호박 윗부분을 칼로 잘라 뚜껑을 만들어 줍니다. (단호박이 뜨거울 수 있으니 한 김 식혔다 칼질해주세요)전자레인지
, 
숟가락을 이용해 안에 씨앗을 빼주세요. 이때 단호박마다 크기가 다르니 단호박 안에 물을 넣어주고 물을 그릇에 쏟아 호박의 크기를 확인하면 된답니다.
, 
이제 재료를 준비해 볼까요? 양파는 채 썰어 준비하고 대파, 청양고추는\xa0송송\xa0썰고\xa0파프리카는\xa0네모지게\xa0썰어주세요.
, 
통으로 된\xa0오리고기를\xa0사용할 시\xa0먹기\xa0좋은\xa0크기로\xa0썰어주고 슬라이스 된 제품은 그냥 사용하심 되겠지요.
, 
그릇에 양념장을 만들어 주세요. 고추장 1, 고춧가루 3, 간장 2, 다진 마늘 1, 청주 3, 참기름 1을 넣어 잘 섞어주세요.
, 
팬에 오리고기를 볶다 기름이 나오면 양파, 대파를 함께 넣어 볶아주세요
, 
양파가 어느 정도 익으면 준비해놓은 양념장을 넣고 함께 볶아줍니다.
, 
훈제오리고기라\xa0오랫동안\xa0볶을\xa0필요는 없겠지요. 오리고기와 양념이 잘 어우러지면 파프리카, 고추를 넣어 한번 더 볶아주세요.
, 
참고로 완성된 오리고기볶음\xa0그냥\xa0드셔도\xa0맛있답니다.
, 
하지만 우린 단호박 속에 넣어야겠죠. 볶아놓은 오리고기를 단호박에 채워 넣어 주세요. 이때\xa0넘칠 수\xa0있으니깐 70~80%만\xa0채워주는 게\xa0좋아요. 하지만 저는 넘칠 거 감안해서 윗부분까지 넣었어요. 치즈 좋아하심 위에 모차렐라 치즈 올려도 굿뜨!
, 
전자레인지가\xa0가능한\xa0그릇에\xa0단호박을\xa0담고 5~7분 정도 돌려주세요. 넘칠 수 있으니깐 오복한 그릇에 담아 주는 게 좋겠지요. 그리고 중간중간 체크해주세요.
, 
짠 완성된 단호박찜 소스가 조금 넘치긴 했지만 상관없는~ 그릇을 바꾸면 되니깐  먹기\xa0좋은\xa0크기로\xa0단호박을\xa0잘라주세요.
, 
푸짐해서 좋다 #훈제오리단호박찜 #단호박요리
",https://recipe1.ezmember.co.kr/cache/recipe/2017/08/24/0b80b35d5272ba3b6599838d560cbc181.jpg
양배추샌드위치,cabbage,2인분,15분 이내,"식빵 2장', '체더치즈 2장', '토스터 햄 2장', '양배추 6~7장', '당근 조금', '설탕 ', '소금 1.5스푼', '레몬즙 0.3스푼', '머스터드소스 1스푼', '후춧가루 2스푼'","양배추, 당근을\xa0채\xa0썰어\xa0준비해\xa0주세요. 저는 보라색 양배추가 조금 있어 함께 넣었어요. 색감을 위해 당근을 넣었지만 생략하셔도 무관합니다.
, 
채 썰어 놓은 양배추, 당근은 차가운 물에 5분 정도 담가 둡니다.
, 
채반에 올려 물기를 탈탈 털어주고
, 
다시 한번 야채 탈수기에 넣고 물기를 제거해 줍니다. (최대한\xa0물기를\xa0제거해\xa0주세요.\xa0그래야지\xa0빵도\xa0바삭, 양배추도\xa0바삭)
, 
팬에 기름은 두르지 않고 식빵을 노릇노릇하게 앞, 뒤로 구워주세요.
, 
구운\xa0식빵은\xa0식힘망에\xa0올려\xa0살짝\xa0식혀주고 그 위에 체더치즈 1장
, 
토스터 햄 1장을 올려주고
, 
속 재료는 식빵에 올리기 전에 바로 무쳐 주는 게 좋아요. 아무리\xa0수분을\xa0제거한다\xa0해도\xa0양념이\xa0들어가면\xa0야채에서\xa0또\xa0수분이\xa0나오니깐 마지막에 소스와 함께 버무려 줍니다. 물기 제거한 양배추, 당근을 그릇에 담고 머스터드소스 2, 설탕 1.5, 소금 0.3, 레몬즙 1, 다진 피클 1(생략 가능), 후춧가루를 넣고 고루 섞어주세요.
, 
버무려 놓은 양배추를 식빵 위에 푸짐하게 가득가득 올려주세요. 정말 이렇게 많이 올려도 되나 싶을 정도로  양배추를\xa0올리고\xa0 그 위에 체더치즈 1장,\xa0토스터 햄 1장\xa0구워\xa0놓은\xa0식빵을\xa0올려주세요
, 
완성된\xa0샌드위치를\xa0랩으로\xa0단단하게\xa0싸서\xa0잠시\xa0둡니다.
, 
이제\xa0완성된\xa0샌드위치를\xa0먹기\xa0좋게\xa0반으로\xa0잘라주세요. 속이 꽉 찬 양배추 샌드위치 완성이오!
",https://recipe1.ezmember.co.kr/cache/recipe/2017/08/22/24adbe04dc2ff0a71f35dde93b615e871.jpg
